时间,温度℃,气压hPa,相对湿度%,风向/度,风速m/s,降水mm,测点,经度,纬度,,,
5/25/2019 17:00,22,1001.4,65,132/SE,5.7,0,54853,120.42,36.17,山东,青岛,崂山
5/25/2019 18:00,20.3,1001.8,77,153/SSE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
5/25/2019 19:00,20.1,1001.7,76,129/SE,4.1,0,54853,120.42,36.17,山东,青岛,崂山
5/25/2019 20:00,20.6,1002.1,74,107/ESE,5.5,0,54853,120.42,36.17,山东,青岛,崂山
5/25/2019 21:00,19.9,1002.5,79,120/ESE,4.6,0,54853,120.42,36.17,山东,青岛,崂山
5/25/2019 22:00,19.4,1001.9,84,174/S,3.6,0,54853,120.42,36.17,山东,青岛,崂山
5/25/2019 23:00,17.7,1002.2,93,155/SSE,6.6,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 0:00,17.9,1002.7,94,97/E,6.2,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 1:00,18.4,1002.6,93,138/SE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 2:00,18.7,1002.2,92,156/SSE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 3:00,18.7,1001.9,93,143/SE,5.2,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 4:00,18.6,1002,92,134/SE,5.1,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 5:00,18.7,1001.8,92,134/SE,5.6,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 6:00,18.2,1001.8,95,104/ESE,5,0.1,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 7:00,17.6,1001.6,95,152/SSE,6.9,0.1,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 8:00,17.8,1001.7,95,135/SE,4.3,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 9:00,17.8,1001.6,96,110/ESE,9.3,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 10:00,17.8,1001,97,105/ESE,9,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 11:00,17.6,1000.5,97,128/SE,7,0.1,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 12:00,17.7,1000.2,97,108/ESE,6.8,0.2,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 13:00,17.5,999.3,97,134/SE,4.5,0.7,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 14:00,17.4,998.2,98,144/SE,4.4,0.1,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 15:00,17.2,997.5,98,125/SE,5.7,0.1,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 16:00,17.2,997.3,98,102/ESE,4.1,0.1,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 17:00,17.3,997.7,98,140/SE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 18:00,17.5,997.7,98,149/SSE,2,1.3,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 19:00,17.4,997.6,98,117/ESE,5.4,1.7,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 20:00,17,997.9,98,132/SE,3.9,1.3,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 21:00,16.7,998,98,100/E,5.9,1.2,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 22:00,16.7,997.2,98,117/ESE,4.5,0.5,54853,120.42,36.17,山东,青岛,崂山
5/26/2019 23:00,16.9,997,98,149/SSE,2.3,0.2,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 0:00,17,996.4,98,195/SSW,0.7,0.1,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 1:00,17.3,996,98,298/WNW,0.8,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 2:00,18.1,995.9,98,291/WNW,2,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 3:00,18,996.1,98,318/NW,3.4,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 4:00,18.3,996.3,98,318/NW,6.3,0.1,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 5:00,18.6,997.4,98,311/NW,9.7,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 6:00,17.2,999.2,87,331/NNW,14.6,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 7:00,15.6,999.8,82,333/NNW,14.1,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 8:00,15.8,1001.1,76,325/NW,16.1,0.1,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 9:00,16.7,1001.8,68,328/NNW,16.6,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 10:00,17.8,1002.1,60,326/NW,16.9,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 11:00,19.6,1002.4,53,327/NNW,14.5,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 12:00,19.6,1002.8,48,327/NNW,19.8,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 13:00,20.1,1004,41,356/N,12.7,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 14:00,21.1,1004.1,35,331/NNW,12.3,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 15:00,21.7,1005.4,32,353/N,8.3,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 16:00,21.9,1006.2,34,324/NW,11.2,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 17:00,21.3,1006.9,35,327/NNW,6.8,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 18:00,20.8,1007.4,37,337/NNW,6.4,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 19:00,19.9,1008.2,39,342/NNW,3.7,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 20:00,19,1008.9,42,309/NW,4.1,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 21:00,17.8,1009.4,47,311/NW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 22:00,16.7,1009.7,55,302/WNW,1.6,0,54853,120.42,36.17,山东,青岛,崂山
5/27/2019 23:00,16.1,1009.6,57,305/NW,1.5,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 0:00,15.7,1009.7,60,302/WNW,2.7,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 1:00,15.5,1009.9,64,295/WNW,3.5,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 2:00,15.5,1009.8,67,307/NW,3.2,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 3:00,15.1,1009.9,69,299/WNW,3.4,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 4:00,14.4,1009.9,72,306/NW,4.3,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 5:00,14.7,1009.8,69,312/NW,4.4,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 6:00,16.5,1009.9,60,300/WNW,4,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 7:00,17.2,1010.5,65,294/WNW,5,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 8:00,20.1,1010.5,47,301/WNW,6.2,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 9:00,23.6,1009.9,34,305/NW,8.2,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 10:00,24.5,1009.6,32,332/NNW,5.7,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 11:00,25.7,1008.9,31,299/WNW,7.9,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 12:00,26.9,1008.6,28,300/WNW,7,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 13:00,25.4,1007.7,31,225/SW,8.5,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 14:00,24.8,1007.1,30,211/SSW,9.3,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 15:00,24.7,1006.5,28,212/SSW,10.6,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 16:00,23.4,1006.3,31,228/SW,10.5,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 17:00,24,1006,32,242/WSW,6.7,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 18:00,23.1,1005.9,33,182/S,4.1,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 19:00,21.8,1006.3,43,78/ENE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 20:00,20.2,1006.7,51,187/S,1.9,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 21:00,19.1,1007.2,56,,0,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 22:00,18.4,1007.1,58,200/SSW,1.1,0,54853,120.42,36.17,山东,青岛,崂山
5/28/2019 23:00,17.9,1006.8,56,258/WSW,0.6,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 0:00,17.6,1006.5,52,300/WNW,4.3,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 1:00,19.1,1006.4,46,295/WNW,4.2,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 2:00,18.5,1006.3,49,300/WNW,4.2,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 3:00,17.5,1006.1,55,308/NW,3.1,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 4:00,17.9,1006.1,51,311/NW,5.9,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 5:00,18,1006.3,50,303/WNW,4.6,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 6:00,18.3,1006.7,52,306/NW,4.7,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 7:00,21.7,1007.1,37,305/NW,5,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 8:00,23.6,1007.3,34,302/WNW,6,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 9:00,25.5,1007.2,29,282/WNW,4.2,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 10:00,26.8,1007,27,287/WNW,3.9,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 11:00,28.2,1006.8,24,291/WNW,6.1,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 12:00,29,1006.1,26,276/W,2.1,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 13:00,27.5,1005.5,29,176/S,4.6,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 14:00,26.8,1005.3,27,146/SE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 15:00,26,1004.9,26,178/S,5.3,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 16:00,25.7,1004,30,117/ESE,4.2,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 17:00,24.6,1004,35,113/ESE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 18:00,23.3,1003.8,38,108/ESE,4.1,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 19:00,22.3,1004.4,39,128/SE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 20:00,21.6,1005,41,221/SW,1.7,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 21:00,21.4,1005.5,43,129/SE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 22:00,20.5,1005.5,49,196/SSW,1,0,54853,120.42,36.17,山东,青岛,崂山
5/29/2019 23:00,20.2,1005.2,56,126/SE,1.7,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 0:00,19.5,1004.9,62,98/E,2.3,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 1:00,19.2,1004.6,64,,0,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 2:00,18.9,1004,60,326/NW,1.3,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 3:00,18.5,1003.6,67,103/ESE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 4:00,18,1003.4,72,143/SE,1.7,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 5:00,20.5,1003.5,47,258/WSW,2.4,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 6:00,21.3,1003.6,50,186/S,1.5,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 7:00,20.4,1004,60,46/NE,1.5,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 8:00,20.4,1004.1,64,92/E,2.3,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 9:00,21.8,1004.7,42,150/SSE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 10:00,21,1004.7,53,134/SE,1.9,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 11:00,21.6,1003.9,42,74/ENE,2.8,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 12:00,22.1,1003.5,41,183/S,2.1,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 13:00,20.4,1003.4,49,156/SSE,4.9,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 14:00,18.8,1003.3,62,175/S,3.5,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 15:00,17.5,1003.6,78,145/SE,5.5,0.1,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 16:00,17,1003.1,74,129/SE,6.9,0.1,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 17:00,16.1,1002.9,77,102/ESE,8.3,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 18:00,16.1,1003.2,77,108/ESE,5.6,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 19:00,16.2,1003.6,75,106/ESE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 20:00,15.9,1003.7,76,103/ESE,5.9,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 21:00,15.8,1003.9,77,115/ESE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 22:00,15.4,1004,81,178/S,1.3,0,54853,120.42,36.17,山东,青岛,崂山
5/30/2019 23:00,14.9,1004.1,84,5/N,0.6,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 0:00,14.4,1003.6,87,280/W,0.8,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 1:00,13.8,1003.4,90,312/NW,1.1,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 2:00,13.7,1003.7,89,309/NW,1.9,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 3:00,13.6,1003.4,89,299/WNW,3.9,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 4:00,14.4,1003.5,78,294/WNW,3.6,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 5:00,14,1004,80,320/NW,0.9,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 6:00,14.6,1004.2,85,166/SSE,0.9,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 7:00,15.6,1004.3,89,150/SSE,1.6,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 8:00,17.3,1004.6,85,105/ESE,3.1,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 9:00,16.1,1005,90,167/SSE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 10:00,19.1,1004.8,76,126/SE,3.5,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 11:00,18.9,1004.7,74,146/SE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 12:00,19.1,1004.3,76,137/SE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 13:00,17.8,1003.9,83,153/SSE,5.6,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 14:00,18.2,1003.4,81,142/SE,5.3,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 15:00,18.7,1003.2,77,112/ESE,4.6,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 16:00,20.1,1002.8,68,110/ESE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 17:00,19.4,1002.9,73,144/SE,3,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 18:00,19.3,1003.1,73,121/ESE,2,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 19:00,18.9,1003.3,75,165/SSE,1.4,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 20:00,17.7,1003.9,78,70/ENE,1.4,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 21:00,17,1004.8,82,112/ESE,1.3,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 22:00,16.7,1004.8,80,274/W,0.9,0,54853,120.42,36.17,山东,青岛,崂山
5/31/2019 23:00,16.6,1004.8,74,280/W,2.1,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 0:00,16.7,1004.5,71,300/WNW,1,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 1:00,16.8,1004,69,342/NNW,0.5,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 2:00,17,1003.4,70,191/S,0.7,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 3:00,16.8,1003,70,,0,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 4:00,16.7,1002.3,75,141/SE,1.6,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 5:00,17.2,1002,76,119/ESE,2.5,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 6:00,17.6,1002,81,117/ESE,2,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 7:00,18.9,1001.8,83,144/SE,2.8,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 8:00,19.8,1002,83,122/ESE,4.2,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 9:00,20.4,1001.9,78,150/SSE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 10:00,22.1,1001.8,71,157/SSE,3.7,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 11:00,23.2,1001.2,69,152/SSE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 12:00,23.7,1000.6,68,90/E,2.5,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 13:00,23.4,1000.7,67,133/SE,5,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 14:00,22.8,1000.1,66,155/SSE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 15:00,21.8,999.5,72,115/ESE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 16:00,21.1,999.3,74,115/ESE,3,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 17:00,23.6,999.3,60,104/ESE,2.2,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 18:00,21.5,999.1,66,159/SSE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 19:00,20.6,999.6,71,174/S,5.3,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 20:00,20.1,1000.2,74,137/SE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 21:00,19.9,1000.8,73,141/SE,3.5,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 22:00,19.7,1000.9,68,136/SE,3,0,54853,120.42,36.17,山东,青岛,崂山
6/1/2019 23:00,19.5,1000.8,67,138/SE,3,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 0:00,18.8,1000.4,70,173/S,1.7,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 1:00,18.9,1000.1,66,129/SE,3,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 2:00,19.2,1000,67,119/ESE,2.4,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 3:00,18.5,999.8,76,117/ESE,2.8,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 4:00,18.2,999.6,82,129/SE,3.1,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 5:00,17.7,999.5,86,145/SE,2.5,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 6:00,18.4,999.2,85,141/SE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 7:00,19.7,999.2,82,102/ESE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 8:00,21.2,999.2,73,128/SE,4.2,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 9:00,21.6,999.8,68,140/SE,3.1,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 10:00,21.7,999.8,67,146/SE,5.2,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 11:00,23.1,999.6,63,114/ESE,6.5,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 12:00,22.4,999.1,64,131/SE,5.4,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 13:00,22.6,998.7,68,107/ESE,5.8,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 14:00,22.6,998.1,70,109/ESE,6.2,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 15:00,21.6,997.7,74,109/ESE,6.9,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 16:00,21.5,997.2,67,134/SE,5.5,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 17:00,20.7,997.1,74,109/ESE,7,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 18:00,20.5,996.9,62,113/ESE,5.7,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 19:00,19.7,997.2,71,145/SE,5.9,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 20:00,19.6,997.7,66,152/SSE,3.5,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 21:00,19.9,998.2,58,135/SE,4,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 22:00,19.4,998.7,69,127/SE,4.9,0,54853,120.42,36.17,山东,青岛,崂山
6/2/2019 23:00,19.1,999.1,74,126/SE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 0:00,19.1,998.8,81,140/SE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 1:00,19.1,998.7,82,141/SE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 2:00,18.7,997.8,86,104/ESE,5.3,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 3:00,18.5,997.1,89,118/ESE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 4:00,18.4,997.1,89,111/ESE,4.7,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 5:00,18.8,997.4,86,136/SE,1.8,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 6:00,19.9,997.5,80,107/ESE,3.7,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 7:00,21.2,997.3,73,101/E,6.4,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 8:00,21.7,997.9,69,128/SE,5,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 9:00,22.2,998.4,68,113/ESE,3.8,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 10:00,23.1,998.7,66,149/SSE,6.6,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 11:00,22.8,998.7,68,119/ESE,6.5,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 12:00,22.6,998.3,71,105/ESE,8.1,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 13:00,22.1,997.7,73,135/SE,5.6,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 14:00,21.3,997.4,74,127/SE,6.3,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 15:00,21.1,997.5,74,125/SE,4.7,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 16:00,21.4,997.3,74,116/ESE,5.4,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 17:00,21.2,996.8,72,138/SE,6.6,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 18:00,21.6,997.5,63,145/SE,6.7,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 19:00,21.3,997.8,64,100/E,8.5,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 20:00,21.1,999.3,61,136/SE,1.3,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 21:00,20.8,1000.6,59,174/S,0.4,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 22:00,21,1000.7,57,160/SSE,3.7,0,54853,120.42,36.17,山东,青岛,崂山
6/3/2019 23:00,20.8,1001.8,63,254/WSW,1.3,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 0:00,19.4,999.2,76,154/SSE,5.3,0.8,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 1:00,19.1,999,81,146/SE,5.1,0.7,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 2:00,19.6,999.7,82,147/SSE,2.7,0.1,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 3:00,19.4,1000,86,148/SSE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 4:00,19.1,1000.1,90,127/SE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 5:00,18.9,1000,93,127/SE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 6:00,18.9,1000.2,94,162/SSE,1.4,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 7:00,19.1,1000.9,94,141/SE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 8:00,18.9,1001.6,94,139/SE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 9:00,21.1,1001.5,87,149/SSE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 10:00,22.8,1001.5,79,115/ESE,4.2,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 11:00,23.3,1001.2,77,146/SE,4.1,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 12:00,24.3,1000.7,74,101/E,5,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 13:00,24.7,1000.1,70,151/SSE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 14:00,24.2,1000,71,124/SE,4.8,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 15:00,21.9,999.9,79,139/SE,5.3,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 16:00,22.2,999.7,78,138/SE,4.6,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 17:00,20.4,1000.1,86,155/SSE,3.7,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 18:00,21.3,1001.4,82,114/ESE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 19:00,22.8,1000.5,72,20/NNE,4.3,0.2,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 20:00,23.3,1002.6,59,251/WSW,7.3,0.2,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 21:00,24.2,1002,57,46/NE,1.9,0.2,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 22:00,24.2,1000.9,46,164/SSE,1.6,0,54853,120.42,36.17,山东,青岛,崂山
6/4/2019 23:00,20,1002,79,108/ESE,4.3,0,54853,120.42,36.17,山东,青岛,崂山
6/5/2019 0:00,21,1001.7,72,164/SSE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
6/5/2019 1:00,20.3,1001.5,80,139/SE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
6/5/2019 2:00,21,1001.6,70,145/SE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
6/5/2019 3:00,20.9,1002,64,137/SE,3.1,0,54853,120.42,36.17,山东,青岛,崂山
6/5/2019 4:00,19.8,1002,74,157/SSE,1.8,0,54853,120.42,36.17,山东,青岛,崂山
6/5/2019 5:00,19.1,1002,82,136/SE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
6/5/2019 6:00,18.8,1002.3,90,139/SE,3.1,0,54853,120.42,36.17,山东,青岛,崂山
6/5/2019 7:00,18.2,1003,95,159/SSE,4.1,0,54853,120.42,36.17,山东,青岛,崂山
