时间,温度℃,气压hPa,相对湿度%,风向/度,风速m/s,降水mm,测点,经度,纬度,,,
2020/5/11 14:00,13.8,1004,77,321/NW,13.4,0.1,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 15:00,12.5,1001.9,93,120/ESE,1.4,2.6,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 16:00,16,1001,79,295/WNW,5.2,0.1,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 17:00,15.5,1001.1,75,302/WNW,7.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 18:00,15.8,1000.9,74,326/NW,5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 19:00,15.2,1000.7,77,0/N,0,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 20:00,13.7,1000.9,88,144/SE,2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 21:00,13.2,1001.1,91,201/SSW,1.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 22:00,13.2,1000.6,86,182/S,1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/11 23:00,12.8,1000,86,145/SE,1.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 0:00,13.3,999.2,79,101/E,1.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 1:00,13.1,998.1,80,177/S,0.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 2:00,13,997.8,79,153/SSE,1.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 3:00,13.3,997.4,78,168/SSE,0.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 4:00,16,998.6,52,321/NW,9.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 5:00,15.3,998.7,57,315/NW,6.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 6:00,15.8,999.4,57,320/NW,7.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 7:00,16.2,1000.2,63,322/NW,7.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 8:00,17.5,1000.5,58,338/NNW,8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 9:00,18.3,1000.9,46,344/NNW,13.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 10:00,20,1002,32,335/NNW,11.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 11:00,20.6,1002.6,36,319/NW,12.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 12:00,21.1,1002.4,26,311/NW,15.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 13:00,21.3,1003,25,322/NW,11.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 14:00,21.4,1003.3,25,348/NNW,12.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 15:00,21.9,1003.4,22,341/NNW,10.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 16:00,21.8,1003.6,22,341/NNW,9.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 17:00,21.4,1004.3,22,313/NW,7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 18:00,19.9,1005.2,22,343/NNW,6.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 19:00,18.2,1006.1,26,330/NNW,2.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 20:00,16,1007,35,305/NW,2.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 21:00,14.1,1007.6,44,300/WNW,2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 22:00,13.5,1007.9,46,0/N,0.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/12 23:00,12.8,1008.1,51,243/WSW,0.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 0:00,13.2,1007.7,51,118/ESE,0.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 1:00,13,1007.8,55,47/NE,1.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 2:00,13.4,1007.8,54,116/ESE,1.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 3:00,13.3,1007.8,56,88/E,1.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 4:00,14.1,1008.1,50,87/E,1.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 5:00,13.8,1008.7,53,88/E,3.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 6:00,14.9,1009.1,51,37/NE,1.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 7:00,17.7,1009.6,44,78/ENE,4.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 8:00,19,1009.8,43,182/S,4.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 9:00,19.3,1010.1,43,153/SSE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 10:00,19.7,1009.8,36,229/SW,9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 11:00,20.4,1009.4,36,210/SSW,6.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 12:00,20.8,1009.1,43,3/N,3.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 13:00,21,1008.5,47,179/S,2.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 14:00,20.1,1007.8,50,159/SSE,4.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 15:00,19.9,1007.2,52,114/ESE,4.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 16:00,19.5,1006.9,53,132/SE,3.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 17:00,19.5,1006.9,51,134/SE,3.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 18:00,19,1007.1,50,146/SE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 19:00,18.6,1007.3,53,145/SE,5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 20:00,18.1,1007.4,52,125/SE,4.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 21:00,17.8,1007.6,54,127/SE,5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 22:00,17.5,1007.5,58,134/SE,3.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/13 23:00,17.1,1007.4,62,117/ESE,2.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 0:00,17.6,1007.1,55,157/SSE,5.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 1:00,17.2,1006.9,59,117/ESE,4.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 2:00,17,1005.7,61,114/ESE,5.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 3:00,16.8,1005.7,68,101/E,5.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 4:00,16.3,1006,76,124/SE,1.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 5:00,16.5,1005.3,72,148/SSE,2.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 6:00,17,1005.5,75,150/SSE,5.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 7:00,17.1,1005.3,76,115/ESE,4.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 8:00,17.2,1005.1,76,136/SE,5.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 9:00,17.2,1005.1,78,136/SE,7.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 10:00,16.8,1005.1,84,148/SSE,4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 11:00,16.5,1004.5,89,119/ESE,4.9,0.1,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 12:00,16.6,1004.1,89,141/SE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 13:00,16.3,1003.2,91,138/SE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 14:00,16.1,1002.4,91,157/SSE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 15:00,16.4,1001.8,87,146/SE,4.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 16:00,16.2,1000.7,79,145/SE,7.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 17:00,15.4,1000.3,87,123/ESE,9.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 18:00,15.1,1000.5,91,132/SE,6.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 19:00,14.5,1000.1,97,120/ESE,6.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 20:00,14.4,999.9,100,109/ESE,7.4,0.4,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 21:00,14.3,999.9,100,108/ESE,10.3,1,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 22:00,13.9,1000.1,100,143/SE,4.2,0.4,54853,120.42,36.17,山东,青岛,崂山
2020/5/14 23:00,14.1,999.5,100,148/SSE,2.9,0.7,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 0:00,14.5,998.9,100,145/SE,1.3,0.3,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 1:00,14.6,998.2,100,196/SSW,2,0.2,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 2:00,14.7,997.4,100,213/SSW,0.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 3:00,14.9,997,100,289/WNW,3.1,0.1,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 4:00,15.2,996.8,100,295/WNW,2.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 5:00,15.2,996.5,100,279/W,4.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 6:00,15.4,997.2,100,307/NW,3.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 7:00,16.1,997.5,100,305/NW,4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 8:00,16.5,997.9,95,304/NW,4.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 9:00,17,998.2,91,317/NW,5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 10:00,17.5,998.3,86,331/NNW,6.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 11:00,19.2,998.4,79,336/NNW,6.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 12:00,21.1,998.1,72,287/WNW,4.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 13:00,20.3,998.2,76,167/SSE,2.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 14:00,17.7,998.2,84,149/SSE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 15:00,18.7,997.7,84,109/ESE,2.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 16:00,19.8,997.6,77,111/ESE,2.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 17:00,20.3,997.6,72,348/NNW,2.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 18:00,17.4,998,88,116/ESE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 19:00,16.4,998.6,95,168/SSE,1.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 20:00,16.3,999.7,95,138/SE,1.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 21:00,16,1000.2,96,259/W,0.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 22:00,15.4,1000.8,94,355/N,0.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/15 23:00,15.5,1000.5,86,312/NW,3.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 0:00,15.3,1000.6,84,318/NW,2.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 1:00,14.8,1000.7,85,172/S,1.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 2:00,14.6,1000.9,86,285/WNW,0.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 3:00,14.2,1001,87,304/NW,2.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 4:00,14.8,1000.4,83,321/NW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 5:00,16.1,1000.6,81,303/WNW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 6:00,16.1,1000.5,86,161/SSE,0.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 7:00,18.1,1000.6,80,142/SE,1.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 8:00,19.7,1000.7,80,149/SSE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 9:00,20.3,1000.7,80,156/SSE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 10:00,21.2,1000.3,82,116/ESE,3.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 11:00,22.9,999.8,77,119/ESE,4.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 12:00,19.6,999.5,85,137/SE,4.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 13:00,20.5,999.1,84,141/SE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 14:00,21.5,998.1,78,146/SE,4.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 15:00,21.4,997.1,77,117/ESE,5.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 16:00,21.5,997,75,111/ESE,4.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 17:00,21,996.7,79,115/ESE,4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 18:00,19.6,996.7,84,122/ESE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 19:00,19.4,997.3,84,152/SSE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 20:00,19.3,997.7,84,123/ESE,4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 21:00,19.2,997.9,83,115/ESE,4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 22:00,18.5,998,86,157/SSE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/16 23:00,18.3,998.4,92,118/ESE,3.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 0:00,18.3,997.9,95,118/ESE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 1:00,18.1,996.9,96,127/SE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 2:00,18,996.9,97,134/SE,2.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 3:00,17.9,996.9,99,179/S,1.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 4:00,17.4,996.5,100,177/S,2.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 5:00,17.2,996.2,100,106/ESE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 6:00,18.2,996.7,100,241/WSW,1.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 7:00,16.5,996.9,100,175/S,2.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 8:00,16.9,996.6,100,159/SSE,2.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 9:00,19,996.1,92,136/SE,3.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 10:00,19.3,996.1,90,132/SE,4.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 11:00,18.4,996.2,91,154/SSE,3.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 12:00,19.6,995,85,146/SE,4.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 13:00,21.4,994.3,77,166/SSE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 14:00,21.6,993.6,75,169/S,2.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 15:00,18.2,993.6,87,174/S,7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 16:00,18.1,993.1,87,174/S,5.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 17:00,17.1,993,93,185/S,6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 18:00,17.1,993,94,179/S,3.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 19:00,18.6,992.6,93,177/S,4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 20:00,20,991.3,94,149/SSE,6.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 21:00,18.7,991.3,90,213/SSW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 22:00,16.9,990.8,100,105/ESE,4.7,9.6,54853,120.42,36.17,山东,青岛,崂山
2020/5/17 23:00,17.1,992.6,98,315/NW,10.6,16.9,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 0:00,17.3,991.5,93,11/N,7.3,1.8,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 1:00,17.1,992.5,92,333/NNW,7.6,0.6,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 2:00,14.9,993.6,93,327/NNW,11.2,2.3,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 3:00,14,990.7,88,336/NNW,13.8,2.9,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 4:00,14.5,991.9,83,356/N,10.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 5:00,15.3,991.6,75,290/WNW,3.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 6:00,14.8,992.8,85,310/NW,12.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 7:00,15.6,993,80,334/NNW,6.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 8:00,16.3,993.6,74,323/NW,10,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 9:00,17.8,993.1,71,318/NW,9.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 10:00,18.3,993.5,62,352/N,11.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 11:00,19.3,994,56,332/NNW,10.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 12:00,19.5,993.6,54,318/NW,9.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 13:00,21,993.1,41,312/NW,16.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 14:00,13.9,994.5,66,348/NNW,10.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 15:00,15.3,994.4,72,301/WNW,12.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 16:00,12.7,995,84,342/NNW,9.6,0.1,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 17:00,14.4,995.4,67,340/NNW,14,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 18:00,14.4,995.5,72,315/NW,11.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 19:00,14,996.1,71,317/NW,9.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 20:00,14.1,995.7,70,327/NNW,9.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 21:00,14.2,995.1,69,304/NW,7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 22:00,14.2,994.9,67,306/NW,4.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/18 23:00,14.4,994.3,64,327/NNW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 0:00,14.3,993.6,65,309/NW,2.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 1:00,16,993.2,56,317/NW,12.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 2:00,15.7,993.7,56,314/NW,15.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 3:00,15.1,994.3,61,316/NW,11.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 4:00,15,995,64,314/NW,9.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 5:00,14.5,995.9,70,332/NNW,7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 6:00,14.4,996.8,73,321/NW,7.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 7:00,15.5,997.4,71,315/NW,7.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 8:00,17.4,997.8,63,327/NNW,9.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 9:00,18.9,997.9,58,307/NW,9.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 10:00,20.1,998.2,56,317/NW,7.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 11:00,21.3,998.5,52,343/NNW,11.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 12:00,21.7,998.4,50,347/NNW,9.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 13:00,22.2,998.2,49,313/NW,10.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 14:00,22.9,998.2,46,307/NW,12.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 15:00,23.2,998.5,45,312/NW,10.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 16:00,22.7,998.9,46,307/NW,6.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 17:00,22,999,50,350/N,9.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 18:00,21.1,999.6,52,336/NNW,7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 19:00,19.7,1000.6,54,360/N,5.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 20:00,18.5,1001.3,58,41/NE,1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 21:00,16.3,1001.9,68,304/NW,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 22:00,15.9,1002.2,65,314/NW,3.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/19 23:00,15.3,1002.2,60,300/WNW,2.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 0:00,15.3,1002.3,56,302/WNW,2.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 1:00,14.9,1002.3,56,257/WSW,1.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 2:00,13.6,1002.6,65,69/ENE,0.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 3:00,13.1,1003.2,74,86/E,1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 4:00,12.8,1003.3,75,0/N,0,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 5:00,12.6,1003.6,79,283/WNW,0.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 6:00,14,1003.8,81,0/N,0.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 7:00,18,1004.2,70,50/NE,0.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 8:00,20.2,1004.5,57,228/SW,2.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 9:00,20.4,1004.3,51,177/S,4.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 10:00,20.6,1004.7,54,147/SSE,5.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 11:00,20.4,1005.1,52,161/SSE,4.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 12:00,20.7,1005.1,48,166/SSE,5.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 13:00,20.1,1005.1,51,162/SSE,5.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 14:00,20.2,1004.9,51,174/S,5.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 15:00,20.7,1004.5,52,159/SSE,5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 16:00,19.6,1004.4,56,168/SSE,5.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 17:00,19.1,1004.5,61,133/SE,5.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 18:00,18,1004.3,69,115/ESE,4.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 19:00,17.6,1004.6,68,117/ESE,5.2,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 20:00,17.3,1004.8,70,139/SE,3.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 21:00,17.1,1005.4,70,130/SE,3.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 22:00,16.9,1005.5,72,113/ESE,3.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/20 23:00,16.7,1005.4,71,131/SE,4.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 0:00,16.6,1005.2,73,126/SE,3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 1:00,16.6,1005.3,70,143/SE,3.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 2:00,16.7,1004.8,75,108/ESE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 3:00,16.2,1004.6,84,129/SE,3.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 4:00,15.8,1004.7,89,140/SE,2.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 5:00,16,1004.9,91,139/SE,2.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 6:00,16.6,1005.1,91,148/SSE,2.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 7:00,18.4,1005.6,85,114/ESE,5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 8:00,19.8,1006.1,79,148/SSE,3.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 9:00,19.5,1005.6,70,161/SSE,5.6,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 10:00,18.1,1005.6,86,150/SSE,6.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 11:00,18.5,1005.5,82,150/SSE,6.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 12:00,18.7,1005.4,78,152/SSE,6.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 13:00,18.8,1005,74,153/SSE,5.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 14:00,18.6,1004.2,76,150/SSE,5.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 15:00,19.1,1003.9,74,115/ESE,8.8,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 16:00,18.7,1003.5,74,133/SE,4.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 17:00,18.4,1003.3,73,138/SE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 18:00,17.3,1002.7,80,132/SE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 19:00,16.7,1002.8,84,139/SE,5.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 20:00,16.7,1002.9,82,127/SE,5.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 21:00,17,1003.6,75,112/ESE,3.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 22:00,17.2,1003.7,77,142/SE,4.5,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/21 23:00,16.9,1003.3,83,141/SE,2.9,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/22 0:00,16.8,1003.2,87,150/SSE,4.4,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/22 1:00,17,1002.9,92,147/SSE,4.3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/22 2:00,16.8,1001.8,96,123/ESE,6.1,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/22 3:00,16.8,1001.5,98,136/SE,3,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/22 4:00,16.5,1001.7,100,138/SE,3.7,0,54853,120.42,36.17,山东,青岛,崂山
2020/5/22 5:00,16.4,1001.6,100,156/SSE,4.7,0,54853,120.42,36.17,山东,青岛,崂山
